semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
2004-02-04,29253,La Planète bleue,Deep Blue,2004-02-04,1h 32min,Documentaire,"Alastair Fothergill, Andy Byatt",David Attenborough,"Pierce Brosnan, Michael Gambon, David Attenborough","Bien que les mers recouvrent plus des deux tiers de notre planète, nous connaissons mieux la surface de la lune que les fonds des océans. La Planète bleue est un étonnant voyage d'une infinie richesse dans le monde marin. Des espèces inconnues vivant à des profondeurs jamais atteintes par l'homme, en passant par la naissance des crabes, la lutte des bancs de sardines contre les prédateurs de la mer et des airs, les réunions incongrues des manchots, les jeux cruels des orques, sans oublier les ballets des dauphins ou les balades majestueuses des baleines en voie d'extinction, ce film tout public nous invite à un voyage qui rapproche le spectateur de tout âge de la nature.","Allemagne, Grande-Bretagne",2003,Bac Films,Long métrage,Anglais,-,514 384 entrées,Couleur,109146,3.7,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=29253.html,2004
2004-02-04,48023,Inquiétudes,,2004-02-04,2h 17min,Drame,Gilles Bourdos,"Gilles Bourdos, Michel Spinosa","Grégoire Colin, Julie Ordon, Laurent Grévill","A l'âge de sept ans, Elise Gardet a été témoin du meurtre de sa mère. Depuis, elle essaie d'oublier ce crime non résolu. Elise a 18 ans. Elle est belle, mais étouffe dans sa famille bourgeoise minée par l'inquiétude.

Bruno Keller a grandi en lisière de la ville, entre friche industrielle et végétation aride. Pour s'extraire d'un univers familial qu'il exècre, il s'emmure de plus en plus dans ses rêves d'absolu. Seul l'art contemporain illumine sa vie. Habité par la quête de la couleur blanche, Bruno cherche à fabriquer un monde de """" beauté """" dans lequel il pourrait se fondre.

Bruno et Elise n'auraient jamais dû se croiser. Et pourtant...",France,2004,Mars Distribution,Long métrage,Français,-,,Couleur,106729,3.7,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=48023.html,2004
2004-02-04,45315,Only the strong survive,,2004-02-04,1h 35min,Documentaire,"D.A. Pennebaker, Chris Hegedus","ailleurs, le film est coproduit par Frazer Pennebaker, le fils de D. A. Pennebaker.","William Bell, Jerry Butler, Isaac Hayes","Nombreuses sont les stars de la musique soul aujourd'hui disparues : Sam Cooke, Jackie Wilson, Marvin Gaye, Mary Wells... Durant l'été 1999, D.A. Pennebaker, Chris Hegedus et le journaliste Roger Friedman sont partis sur les traces de ces légendes de la soul music qui n'ont jamais cessé de travailler : Rufus Thomas, Wilson Pickett, Sam Moore, Mary Wilson, Carla Thomas, Isaac Hayes, Jerry Butler et les Chi Lites...",U.S.A.,2002,TFM Distribution,Long métrage,Anglais,-,,Couleur,-,3.1,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=45315.html,2004
2004-02-04,50336,Baboussia,Babusya,2004-02-04,1h 37min,Drame,Lidiya Bobrova,Lidiya Bobrova,"Nina Choubina, Anna Ovsiannikova, Olga Onishchenko","A la mort de sa fille, une grand-mère, Baboussia, se retrouve à la rue et entame un long périple à travers la Russie en quête d'asile. Ballottée entre un veuf joyeux, une soeur hospitalisée, une nièce carriériste, un neveu alcoolique, des petits-enfants nouveaux russes ou rescapés de la guerre de Tchétchénie, chacun trouvera une bonne raison de lui fermer sa porte. Mais Baboussia n'a pas dit son dernier mot...","France, Russie",2003,Tadrart Films,Long métrage,Russe,-,,Couleur,-,3.4,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=50336.html,2004
2004-02-04,55005,Flying with one wing,Tani tatuwen piyabanna,2004-02-04,1h 21min,Drame,Asoka Handagama,Asoka Handagama,"Anoma Janadari, Gayani Sudhrashani, Mahndra Perera","De nos jours, dans une petite ville de Sri Lanka, une femme vit et travaille sous l'apparence d'un homme marié. A la suite d'un banal accident, sa véritable identité sexuelle est découverte par le médecin qui la soigne. Ce dernier se met à la harceler.

Dans le même temps, un de ses collègues, se méprenant tant sur l'identité que les penchants sexuels de son """" compagnon """" de travail, tente lui aussi de la séduire. La femme repousse l'un et l'autre, mais par dépit, le médecin révèle finalement son secret...

Le rêve d'une vie d'homme s'écroule : commence alors pour elle une succession d'épreuves qui conduiront à un dénouement tragique.",Sri Lanka,2002,Héliotrope Films,Long métrage,-,-,,Couleur,-,2.9,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=55005.html,2004
2018-09-19,85936,La Femme en vert,The Woman in green,2004-02-10,1h 08min,Policier,Roy William Neill,Bertram Millhauser,"Nigel Bruce, Hillary Brooke, Henry Daniell",Sherlock Holmes enquête sur une série de crimes étranges s'abattant sur Londres. Le meurtrier signe chacun de ses forfaits en tranchant le pouce de sa victime. L'infâme professeur Moriarty semble être une nouvelle fois impliqué.,U.S.A.,1946,Moonriver Entertainment,Long métrage,Anglais,-,"",N&B,69232,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=85936.html,2004
2004-02-11,48266,Podium,,2004-02-11,1h 35min,"Comédie, Musical",Yann Moix,"Yann Moix, Olivier Dazat","Benoît Poelvoorde, Jean-Paul Rouve, Julie Depardieu","Nom : Bernard Frédéric. Profession : Claude François, chanteur à succès des années 70. Oui son métier, c'est d'être Claude François à la place de lui ; le meilleur de sa génération ; Il est son sosie chantant et dansant avec quatre choristes.

Son ambition, au grand dam de sa femme Véro, est de gagner le concours de la Nuit des sosies, diffusée en prime time sur une grande chaîne. Pris entre son désir de gloire et l'amour réel pour sa femme, tenaillé entre son chanteur idole et Véro, il lui faudra choisir.",France,2003,Mars Distribution,Long métrage,Français,10 970 000 EUR,3 410 019 entrées,Couleur,107197,3.3,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=48266.html,2004
2004-02-11,54644,La Mort suspendue,Touching the Void,2004-02-11,1h 46min,Documentaire,Kevin Macdonald,Joe Simpson,"Brendan Mackey, Nicholas Aaron, Joe Simpson","En mai 1985, dans la Cordillère des Andes, au Pérou, Joe Simpson et Simon Yates, deux talentueux alpinistes britanniques, tentent l'ascension de la face ouest du Siula Grande. Ils atteignent le sommet, mais c'est à la descente que se produit le drame.

Dans la tempête, Joe tombe et se casse la jambe. A 6 000 mètres, sur cette montagne isolée du monde, il n'a aucune chance de s'en sortir. Et Simon sait que s'il vient en aide à son ami, lui aussi est perdu. Ce dernier va devoir prendre une terrible décision : couper la corde qui le relie à Joe...",Grande-Bretagne,2003,Diaphana Distribution,Long métrage,Anglais,-,,Couleur,-,3.7,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=54644.html,2004
2004-02-11,28712,Blueberry,,2004-02-11,2h 04min,"Fantastique, Western",Jan Kounen,"Matt Alexander, Gérard Brach","Pascal Demolon, Hugh O'Connor, Vincent Cassel","Mike Blueberry est marshall d'une petite ville tranquille à la frontière des terres indiennes. Tout bascule le jour où un mystérieux tueur, Wally Blount, transforme la bourgade en brasier. Il est à la recherche d'un trésor indien situé dans les montagnes sacrées. Blueberry part à sa poursuite, aidé par Runi, un chamane indien avec qui il a grandi. Les deux hommes doivent empêcher le tueur de pénétrer dans le sanctuaire. Mais là-bas, au coeur des montagnes sacrées, c'est aussi ses démons intérieurs que Blueberry devra combattre.","France, Grande-Bretagne, Mexique",2004,UFD,Long métrage,Français,-,603 784 entrées,Couleur,103779,3,1.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=28712.html,2004
2004-02-11,45524,Company,The Company,2004-02-11,1h 50min,"Comédie dramatique, Drame, Musical",Robert Altman,"Barbara Turner, Neve Campbell","Neve Campbell, Malcolm McDowell, James Franco","Dans quelques semaines aura lieu la première du ballet Blue Snake. Pour la troupe des danseurs du Joffret Ballet of Chicago, c'est l'événement. Chacun des membres se prépare et se donne intensément, sous la direction du flamboyant Mr A.

Il faut chaque jour concilier l'exigence d'un métier avec des vies souvent difficiles. La jeune Ry doit saisir sa chance, mais ses déboires sentimentaux la perturbent ; John aimerait trouver à la ville un équilibre aussi maîtrisé que sur scène. Avec Davis, Eldridge, Justin, Valerie, Mark et tous les autres, ils vont découvrir ce que leur art exige pour parvenir au sommet.","U.S.A., Allemagne",2003,Metropolitan FilmExport,Long métrage,Anglais,15 000 000 USD,,Couleur,109622,3.1,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=45524.html,2004
2004-02-11,53976,L'île de Black Mór,,2004-02-11,1h 21min,Animation,Jean-François Laguionie,"Jean-François Laguionie, Anik Le Ray","Taric Mehani, Agathe Schumacher, Jean-Paul Roussillon","En 1803, sur les côtes des Cornouailles, Le Kid, un gamin de quinze ans, s'échappe de l'orphelinat où il vivait comme un bagnard. Il ignore son vrai nom et a pour seule richesse la carte d'une île au trésor tombée du livre de Black Mór, un célèbre pirate auquel il souhaiterait ressembler.Avec deux pillards d'épaves, Mac Gregor et La Ficelle, Le Kid s'empare du bateau des garde-côtes et se lance à la recherche de la fameuse île à l'autre bout de l'Océan Atlantique. Mais rien ne se passe comme dans les livres de pirates...En quête de son identité, Le Kid est plus fragile qu'on ne le croit, et bien des aventures l'attendent avant d'arriver à l'Ile de Black Mór...",France,2004,Gebeka Films,Long métrage,Français,21 000 000 EUR,,Couleur,97 806,4.1,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=53976.html,2004
2004-02-11,52636,"S21, la machine de mort Khmere Rouge",,2004-02-11,1h 41min,"Documentaire, Guerre, Historique",Rithy Panh,,,"Ce documentaire revient sur la politique d'élimination systématique orchestrée par les Khmers rouges, au Cambodge, entre 1975 et 1979, et plus particulièrement sur le S21, principal """"bureau de la sécurité"""" du régime, où 17 000 prisonniers ont été torturés et exécutés.","France, Cambodge",2002,Ad Vitam,Long métrage,"Français, Khmer",-,,Couleur,-,4.5,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=52636.html,2004
2004-02-11,38011,Jardinage à l'anglaise,Greenfingers,2004-02-11,1h 31min,"Comédie dramatique, Policier",Joel Hershman,Joel Hershman,"Clive Owen, Helen Mirren, David Kelly","Un programme expérimental visant à faciliter la réhabilitation des prisonniers est testé dans un pénitencier britannique. Colin et Fergus, deux détenus pris comme cobayes, ont choisi le jardinage et l'horticulture comme discipline de réinsertion. Guidés par Georgina Woodhouse, une spécialiste des plantes, ils se rendront jusqu'à la prestigieuse exposition de Hampton Court Palace.","U.S.A., Grande-Bretagne",2000,Sagittaire Films,Long métrage,Anglais,-,,Couleur,-,2.6,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=38011.html,2004
2004-02-11,54586,Demi-tarif,,2004-02-11,1h 03min,Comédie,Isild Le Besco,Isild Le Besco,"Kolia Litscher, Lila Salet, Cindy David",Les tribulations de trois enfants laissés à eux-mêmes pendant l'absence de leur mère.,France,2003,Karedas,Long métrage,Français,-,,Couleur,-,4,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=54586.html,2004
2004-02-11,37885,Vizontele,,2004-02-11,1h 35min,Comédie,"Yılmaz Erdoğan, Ömer Faruk Sorak",Yılmaz Erdoğan,"Yılmaz Erdoğan, Cem Yılmaz, Demet Akbağ",C'est l'histoire d'un village de paysans qui vit une véritable révolution avec l'arrivée de la télévision. Le véritable concurrent du cinéma en plein air qui faisait jusque-là la joie des petits et des grands du village.,Turquie,2000,Too Cool Production & Distribution,Long métrage,Turc,-,,Couleur,-,2.7,1.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=37885.html,2004
2004-02-11,48638,Les mains vides,,2004-02-11,2h 10min,Comédie dramatique,Marc Recha,"Marc Recha, Nadine Lamari","Olivier Gourmet, Eduardo Noriega, Mireille Perrier","L'histoire pourrait se raconter du point de vue de Perroquet, un agaçant volatile qui a vu sa maîtresse, la vieille Madame Catherine, lâcher la rampe à force d'excès et se faire enterrer en catimini par Eric le mécano.

Elle pourrait également se raconter en s'arrêtant aux trains qui traversent cette petite ville, des wagons parcourus de contrôleurs nomades comme Sophie, déversant leur lot de passagers parmi lesquels le trop séduisant Gérard qui ne fait précisément que passer.

Elle peut aussi se saisir au travers des bouteilles que sert Yann le cafetier... Une histoire à la fois simple et totalement désordonnée.","Espagne, France",2002,Haut et Court,Long métrage,Français,-,,Couleur,105 403,3.3,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=48638.html,2004
2004-02-11,48262,La Vie sans Brahim,,2004-02-11,1h 04min,Documentaire,Laurent Chevallier,"Laurent Chevallier, Mostafa El Affi",Mostafa El Affi,"Soisy sur Ecole est un village de l'Essonne de 2 000 habitants. C'est là que Laurent Chevallier a connu Brahim, le seul Arabe du village. Le seul jusqu'à l'arrivée de Mostafa venu y racheter l'épicerie.

C'est dans cette petite boutique que se fera la première rencontre entre les deux hommes, à des milliers de kilomètres de leur Maroc natal. Mostafa n'aura de cesse alors de vouloir aider Brahim à remonter la pente. Car, après 22 ans d'exil, Brahim est devenu SDF. Un ivrogne vivant dans les bois. Mostafa va lui donner la possibilité de ne plus vivre comme un clandestin, de retourner voir une famille marocaine restée 22 années dans l'oubli et surtout de trouver un travail en lui confiant la gestion de son épicerie.

En quelques années, Brahim va devenir le personnage le plus aimé, le plus indispensable à la vie de cette bourgade...",France,2003,Bodega Films,Long métrage,"Arabe, Français",-,,Couleur,-,3.6,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=48262.html,2004
2004-02-11,55336,Shopping de nuit,Late night shopping,2004-02-11,1h 27min,Comédie,Saul Metzstein,Jack Lothian,"Luke de Woolfson, James Lance, Kate Ashfield","Sean, Vincent, Jody et Lenny sont quatre amis sans réelles perspectives d'avenir. Prisonniers d'un monde nébuleux dans lequel ils travaillent de nuit, ils se retrouvent au snack bar du coin, ouvert 24h/24, où le seul échappatoire à la tâche fastidieuse qui est la leur consiste à observer Vincent et le succès apparemment immuable qu'il remporte auprès de la gente féminine. Pourtant, les événements vont prendre une toute autre tournure...",Grande-Bretagne,2001,Sagittaire Films,Long métrage,Anglais,-,,Couleur,109 014,2.7,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=55336.html,2004
2004-02-18,35535,Retour à Cold Mountain,Cold Mountain,2004-02-18,2h 33min,"Drame, Historique",Anthony Minghella,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger","Dans une Amérique déchirée par la guerre de Sécession, un homme et une femme vont accomplir l'un vers l'autre le plus extraordinaire des voyages. Fille de pasteur, Ada a consacré toute sa jeunesse à la musique, aux arts et au bien-être d'un père veuf, qu'elle aime plus que tout au monde. Simple ouvrier, Inman est un homme farouche, avare de paroles, étranger à la société policée, pétrie de culture et traditions sudistes, dont s'entoure Ada.

Un simple regard, quelques mots maladroits, un baiser volé à la veille de partir au front, suffiront pourtant à leur inspirer un amour absolu, où Ada et Inman puiseront la force et le courage d'affronter la séparation, la solitude, la misère, et les plus cruelles épreuves de la guerre...",U.S.A.,2003,TFM Distribution,Long métrage,Anglais,79 000 000 USD,658 391 entrées,Couleur,109828,3.2,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=35535.html,2004
2004-02-18,47703,Les Rivières pourpres 2 - Les Anges de l'Apocalypse,,2004-02-18,1h 40min,"Action, Policier, Thriller",Olivier Dahan,Luc Besson,"Jean Reno, Benoît Magimel, Camille Natta","Pour le commissaire Pierre Niemans, l'homme retrouvé emmuré dans un monastère de Lorraine n'est pas une victime comme les autres. Les signes ésotériques gravés autour de lui et l'étrange rituel de son sacrifice annoncent bien autre chose...

Lorsque Reda, jeune capitaine de la police, découvre l'exact sosie du Christ à demi mort au pied d'une église, il croit d'abord avoir sauvé un illuminé. Mais rapidement, il va s'apercevoir que cette affaire est liée à celle de Niemans, dont il fut l'élève à l'école de police...","France, Italie, Grande-Bretagne",2004,EuropaCorp Distribution,Long métrage,Français,84 000 000 EUR,2 030 000 entrées,Couleur,105776,2.9,2.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=47703.html,2004
2004-02-18,44237,Le Manoir hanté et les 999 fantômes,The Haunted Mansion,2004-02-18,1h 28min,"Comédie, Famille, Fantastique",Rob Minkoff,David Berenbaum,"Eddie Murphy, Terence Stamp, Nathaniel Parker","Agent immobilier accro du boulot, Jim Evers traîne sa famille jusqu'à une grande et glaciale demeure qu'il rêve de transformer en un somptueux immeuble en copropriété. Mais à son arrivée, la famille Evers découvre très vite qu'elle n'est pas seule dans la maison...

999 fantômes sinistres et grimaçants se manifestent pour venir faire connaissance ! Et ils ne partiront pas tant qu'ils n'auront pas terminé ce qui les retient dans la maison. C'est à Jim qu'il revient de briser la malédiction - et de redécouvrir que sa famille a besoin de lui - avant que la pendule ne sonne son treizième coup !",U.S.A.,2003,-,Long métrage,Anglais,90 000 000 USD,843 335 entrées,Couleur,109 485,2,2,https://www.allocine.fr/film/fichefilm_gen_cfilm=44237.html,2004
2004-02-18,45672,"Torque, la route s'enflamme",Torque,2004-02-18,1h 30min,Action,Joseph Kahn,Matt Johnson (V),"Martin Henderson, Ice Cube, Jay Hernandez",Un motard revient de Thaïlande pour mettre les choses au clair avec sa petite amie. Un chef de gang le recherche pour la livraison de deux motos remplies de cristaux de méthamphétamine et un autre pour le meurtre de son frère.,"U.S.A., Australie",2004,Warner Bros. France,Long métrage,Anglais,40 000 000 USD,,Couleur,109762,2.5,1.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=45672.html,2004
2004-02-18,46699,Le Secret des frères McCann,Secondhand Lions,2004-02-18,1h 51min,Comédie dramatique,Tim McCanlies,Tim McCanlies,"Robert Duvall, Michael Caine, Haley Joel Osment","Une fois de plus retiré à sa mère incapable de l'élever, le jeune Walter est confié à la garde de deux grands-oncles, Hub et Garth, mystérieusement réapparus après trente ans d'absence. Bien que riches, les deux hommes refusent obstinément de dépenser le moindre sou.

D'abord réfractaires au petit, les vieux ne l'autorisent qu'à dormir dans un recoin abandonné de leur immense ferme. Walter, qui n'a rien d'autre à faire qu'explorer, trouve bientôt un coffre contenant la photo d'une très jolie jeune femme. En découvrant les prémisses de leur secret, le garçon va peu à peu obliger ses deux grands-oncles à tomber le masque et à se lancer dans la plus belle des quêtes.",U.S.A.,2003,Metropolitan FilmExport,Long métrage,Anglais,-,,Couleur,-,2.6,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=46699.html,2004
2004-02-18,50334,Vert Paradis,,2004-02-18,1h 40min,Comédie,Emmanuel Bourdieu,"Emmanuel Bourdieu, Denis Podalydès","Denis Podalydès, Natacha Régnier, Clovis Cornillac","A l'occasion d'une enquête sur le célibat dans le Béarn, Lucas, un jeune sociologue parisien, retrouve dans son village natal deux amis, Isabelle et Simon. Découvrant qu'ils avaient failli se marier dix ans plus tôt, Lucas se met en tête de les rapprocher à nouveau. Sans se rendre compte que c'est de lui qu'Isabelle est en train de tomber amoureuse. Sans comprendre qu'il entre dans la quête chimérique du """"vert paradis des amours enfantines""""...",France,2003,Haut et Court,Long métrage,Français,-,,Couleur,106 977,3.4,2.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=50334.html,2004
2004-02-18,52832,Le Voyage de James à Jérusalem,Massaot James be'eretz hakodesh,2004-02-18,1h 27min,Comédie dramatique,Ra'anan Alexandrowicz,"Ra'anan Alexandrowicz, Sami Duenias","Siyabonga Melongisi Shibe, Arieh Elias, Salim Daw","Dans le village imaginaire de Entshongweni, le jeune James est choisi pour accomplir une mission : un pélerinage dans la ville sainte de Jérusalem.

Mais Israël n'est désormais plus la Terre Promise que James et sa communauté ont imaginée. Dès l'aéroport, il est suspecté d'essayer d'entrer dans le pays pour y travailler clandestinement. Il est immédiatement jeté en prison, en instance de rapatriement.

Alors que, du fond de sa cellule, James prie le ciel de l'aider à accomplir sa mission, un miracle se produit. Un mystérieux inconnu règle sa caution. Il s'avère hélas très vite que cette liberté a un prix. Son bienfaiteur n'est qu'un pourvoyeur de main-d'oeuvre, qui """"sauve"""" les immigrants clandestins pour mieux les exploiter.

Du jour au lendemain, le voyage de James à Jérusalem se transforme en un périple imprévisible au coeur d'un système économique cruel...",Israël,2003,ID Distribution,Long métrage,"Dialecte africain, Anglais, Hébreu",-,,Couleur,-,3.8,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=52832.html,2004
2004-02-18,55343,L'âme en jeu,Prendimi l'anima,2004-02-18,1h 29min,Drame,Roberto Faenza,"Roberto Faenza, Elda Ferri","Emilia Fox, Iain Glen, Craig Ferguson","Printemps 1905, Sabina Spielrein est internée pour hystérie et anorexie par ses parents. Le jeune médecin Carl Gustave Jung décide de prendre en charge la patiente, et d'expérimenter sur elle une nouvelle méthode révélée par un certain Sigmund Freud: lapsychanalyse.

De cette rencontre naît une histoire bouleversante, faite d'amour et de passion, qui traverse les moments les plus forts, mais aussi les plus terribles du siècle.","France, Grande-Bretagne, Italie",2003,Films du Centaure,Long métrage,Anglais,-,,Couleur,103 957,2.5,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=55343.html,2004
2004-02-18,49895,Le Cerf-volant,Le cerf-volant,2004-02-18,1h 20min,Drame,Randa Chahal Sabbag,Randa Chahal Sabbag,"Flavia Juska Bechara, Maher Bsaibes, Ziad Rahbani","Lamia, seize ans, vit dans un village au sud du Liban, frontalier avec Israël. Des barbelés séparent la bourgade en deux, cet espace est devenu le terrain de jeux des enfants. C'est là que l'adolescente fait voler son cerf-volant tout en observant la partie du village où il lui est interdit d'aller.

Celle-ci est donnée en mariage à un cousin qu'elle n'a jamais vu et qui vit de l'autre côté des barbelés. Les habitants des deux côtés ne peuvent communiquer qu'à l'aide de mégaphones, sous un strict contrôle militaire. Ils ne se rencontrent jamais et ne se voient qu'à la jumelle.

Lamia traverse plusieurs fois la frontière malgré les interdits. Ses passages sont observés par un jeune soldat israélien. Ils tombent amoureux l'un de l'autre...","France, Liban",2003,-,Long métrage,Arabe,-,,Couleur,-,3.1,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=49895.html,2004
2004-02-25,44957,Open Range,,2004-02-25,2h 19min,"Action, Western",Kevin Costner,Craig Storper,"Kevin Costner, Robert Duvall, Annette Bening","Boss Spearman, Charley Waite, Mose Harrison et Button mènent leurs troupeaux à travers les vastes plaines de l'Ouest. Les quatre hommes partagent une amitié basée sur un solide code d'honneur. Leur migration les conduit à Harmonville, un patelin sous la férule d'un shérif corrompu et d'un rancher tyrannique.

Boss et Charley se trouvent irrémédiablement entraînés vers une confrontation avec les dirigeants de la petite ville pour protéger la liberté et les valeurs rattachées à leur style de vie d'une autre époque. Dans la tourmente, la vie de Charley est bouleversée par sa rencontre avec Sue Barlow, une femme superbe et chaleureuse qui séduit à la fois son coeur et son esprit...",U.S.A.,2003,Pathé Films,Long métrage,Anglais,-,292 849 entrées,Couleur,109689,4.4,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=44957.html,2004
2004-02-25,48692,Paycheck,,2004-02-25,1h 58min,"Action, Science Fiction, Thriller",John Woo,Dean Georgaris,"Ben Affleck, Uma Thurman, Aaron Eckhart","L'ingénieur Michael Jennings travaille sur des projets top-secrets, commandités par des sociétés de haute technologie. A l'issue de chaque mission, sa mémoire est """"effacée"""" par contrat pour l'empêcher de divulguer la moindre information confidentielle. Puis un chèque substantiel lui est remis.

Mais cette fois, l'enveloppe ne contient aucun argent, que des objets hétéroclites : à en croire l'employeur, Jennings aurai renoncé par avance à ses honoraires habituels. Celui-ci découvre que ces objets sont autant d'indices relatifs à son passé - un passé """"remis à zéro"""" dont sa mémoire n'a gardé que d'infimes traces. Un seul espoir pour percer ce mystère : la femme avec qui il travaille et qu'il aime depuis trois ans : Rachel.

Une course contre la montre s'engage. Jennings n'a que quelques heures pour recomposer le puzzle de sa vie et échapper à la vengeance de son implacable employeur.","U.S.A., Canada",2003,United International Pictures (UIP),Long métrage,Anglais,60 000 000 USD,622 058 entrées,Couleur,109777,2.7,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=48692.html,2004
2004-02-25,28980,In America,,2004-02-25,1h 46min,Drame,Jim Sheridan,"Jim Sheridan, Kirsten Sheridan","Samantha Morton, Paddy Considine, Djimon Hounsou","Après la perte tragique de leur fils, Johnny et Sarah décident de quitter l'Irlande accompagnés de leurs deux fillettes. En quête d'une vie nouvelle, ils s'installent à New York où leur rencontre avec un artiste tourmenté changera leur existence à jamais.","Grande-Bretagne, Irlande",2002,UFD,Long métrage,"Anglais, Espagnol",-,,Couleur,-,3.7,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=28980.html,2004
2004-02-25,48208,Confidences trop intimes,,2004-02-25,1h 44min,"Drame, Romance, Thriller",Patrice Leconte,"Jérôme Tonnerre, Patrice Leconte","Fabrice Luchini, Sandrine Bonnaire, Michel Duchaussoy","Parce qu'elle s'est trompée de porte, Anna s'est retrouvée à confier ses déboires conjugaux à un conseiller fiscal, William Faber. Touché par sa détresse, troublé aussi, l'homme n'a pas eu le courage de lui dire qu'il n'était pas psy.

De rendez-vous en rendez-vous, de confessions en confessions, un étrange rituel s'instaure entre eux. William est à chaque fois ému par la jeune femme, et fasciné d'entendre ce qu'aucune femme ne livre jamais. Qui est donc Anna ? Est-elle seulement dupe du jeu qui se joue ?

Chaque jour plus impliqués dans cette étrange relation, Anna et William commencent à remettre en cause leur vie, leurs proches. Grâce à l'autre, ils posent enfin un regard neuf sur la vie, sans vraiment savoir où cela les conduira...",France,2003,Mars Distribution,Long métrage,Français,34 000 000 EUR,655 533 entrées,Couleur,103 763,3.7,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=48208.html,2004
2004-02-25,53798,Attraction fatale,Dot the I,2004-02-25,1h 40min,Drame,Matthew Parkhill,Matthew Parkhill,"Gael García Bernal, Natalia Verbeke, James D'Arcy","Carmen, danseuse de flamenco, est fiancée à Barnaby, un homme riche, gentil mais très ennuyeux qui veut à tout prix la protéger de la violence qu'elle a subi en Espagne. Le soir de son enterrement de vie de jeune fille, elle fait la connaissance de Kit, un jeune acteur réservé venu du Brésil. Une passion aussi soudaine que brutale va naître entre les deux...","Grande-Bretagne, Espagne",2003,SND,Long métrage,Anglais,-,,Couleur,-,2.5,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=53798.html,2004
2004-02-25,54645,Retour à Kotelnitch,,2004-02-25,1h 45min,Documentaire,Emmanuel Carrère,abonnement,,"Kotelnitch est une petite ville à 800 kilomètres à l'est de Moscou. L'auteur y est d'abord allé sur les traces d'un prisonnier de guerre hongrois qui avait passé 55 ans, oublié de tous, dans un hôpital psychiatrique.

Il y est retourné une première fois faire ce qu'il croyait alors être un film documentaire, puis une seconde fois pour enterrer une jeune femme qu'il avait connue là-bas, et qui a été assassinée par un fou.

Il s'est rendu compte que ces trois tournages, étalés sur deux ans, racontaient une histoire et que cette histoire était la sienne.",France,2003,Diaphana Distribution,Long métrage,"Français, Russe",-,,Couleur,-,4.3,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=54645.html,2004
2004-02-25,52674,Sang et or,Talaye sorkh,2004-02-25,1h 37min,"Drame, Policier, Thriller",Jafar Panahi,Abbas Kiarostami,"Hossain Emadeddin, Kamyar Sheisi, Azita Rayeji","A Téhéran, Hussein abat le propriétaire d'une bijouterie d'un coup de revolver avant de retourner l'arme contre lui. Quelques jours plus tôt... Ce modeste livreur de pizzas s'extasie devant un sac rempli de billets de banque trouvé par son ami Ali. L'espace d'une nuit, Hussein va connaître la vie de luxe que son salaire de misère ne pourrait jamais le laisser entrevoir. Au matin, il retourne à la bijouterie.",Iran,2003,Tamasa Distribution,Long métrage,Farsi,-,,Couleur,109 222,4.3,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=52674.html,2004
