semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
2004-02-25,54133,La Route de Memphis,The Road to Memphis,2004-02-25,1h 29min,Documentaire,Richard Pearce,Robert Gordon,"Bobby Rush, Rufus Thomas, Sam Philips","Richard Pearce retrace l'odyssée musicale de la légende du blues man B.B. King et rend hommage à la ville qui a donné naissance à un nouveau style de blues. Le film présente également des performances originales de Bobby Rush, Rosco Gordon et Ike Turner, et des images d'archives de Howlin' Wolf et Rufus Thomas.",U.S.A.,2003,Bac Films,Long métrage,Anglais,-,,Couleur,-,4.3,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=54133.html,2004
2004-02-25,288871,"Le silence, d'abord",,2004-02-25,0h 22min,Drame,Pierre Filmon,"Pierre Filmon, Marie Borrelli","Christophe Odent, Nathalie Jouin, Rüdiger Vogler","Claire, une petite fille de dix ans, porte en elle un lourd secret. Mais ni son papa, ni personne d'autre ne le saura jamais. Sauf Éric peut-être, son copain de jeu qui n'a pas peur de l'ami de papa.",France,2002,-,Court-métrage,Français,-,,Couleur,102.939,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=288871.html,2004
2004-02-25,36819,Luna rossa,,2004-02-25,1h 52min,Drame,Antonio Capuano,Antonio Capuano,"Licia Maglietta, Carlo Cecchi, Toni Servillo","La vie d'un repenti de la mafia, un flashback sur l'histoire de la famille Cammararo qui, depuis le début des années soixante-dix, règne en maître sur le milieu. Pour conserver ce contrôle absolu, elle n'hésite pas à exercer la plus froide des violences, tout en veillant à préserver la cohésion au sein de la famille.

Mais cet équilibre, fondé sur le respect absolu de la hiérarchie et sur un système répressif, commence à vaciller. Le doute s'installe parmi les membres de la dernière génération. Et il suffit d'un geste d'Oreste, un jeune rebelle, pour que s'enclenche un engrenage menant à une inexorable décadence.","Italie, Russie",2002,Boomerang Productions,Long métrage,Italien,-,,Couleur,-,2.9,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=36819.html,2004
2004-02-25,14940,Bleus de Chine,,2004-02-25,0h 15min,Drame,Pierre Filmon,"Pierre Filmon, Cosey","Jean-Marc Maurel, Myriam Elbaz, Agathe Mallaise","Alexandre, la quarataine, passe seul le nouvel an dans son chalet perdu sous la neige. Il va regarder un reportage à la télévision qu'il a tourné dix ans plus tôt. Il était alors en voyage avec Yann, en Chine. Depuis, Yann est mort. Le téléphone sonne. C'est une petite Alice qu'il ne connaît pas. Seuls, en regardant le reportage, ils vont se parler.",France,1996,-,Court-métrage,Français,-,,Couleur,90120,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=14940.html,2004
2004-02-25,288898,Les Epousailles,,2004-02-25,0h 13min,Drame,Pierre Filmon,"Pierre Filmon, Laurent Devanne","Jean-Marie Aimé, Yves Breton, David Courant",Un repas de noce trop arrosé prend l’eau de toute part…,France,2000,-,Court-métrage,Français,-,,Couleur,98.765,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=288898.html,2004
2004-02-25,43257,La Tour des ambitieux,Executive suite,2004-02-25,1h 44min,Comédie dramatique,Robert Wise,Ernest Lehman,"William Holden, June Allyson, Barbara Stanwyck","A la mort de son Président, la Tredway Corporation doit désigner son successeur. S'ensuit une lutte sans pitié entre les actionnaires pour prendre le pouvoir dans la société.",U.S.A.,1954,-,Long métrage,Anglais,-,,N&B,15649,,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=43257.html,2004
2004-02-25,44881,Des plumes dans la tête,,2004-02-25,1h 57min,Drame,Thomas de Thier,,"Colette Emmanuelle, Bouli Lanners, Sophie Museur","La petite ville wallonne de Genappe, ses bassins de décantation où pourrissent les déchets de betteraves et s'arrêtent les oiseaux migrateurs. Le quotidien routinier d'une famille est bousculé par un drame. Un enfant se noie. Cet événement tragique et ses conséquences sont racontés sur un mode fantastique.

Pour fuir le deuil de son fils, Blanche bascule progressivement dans la folie. Elle devra se battre pour reconstruire sa vie et retrouver l'essentiel.","Belgique, France",2003,JBA Productions,Long métrage,Français,-,,Couleur,-,3.2,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=44881.html,2004
2004-02-25,53772,Khamosh pani,Khamosh Pani: Silent Waters,2004-02-25,1h 39min,Drame,Sabiha Sumar,Paromita Vohra,"Kiron Kher, Aamir Ali Malik, Arshad Mahmud","En 1979, à Charkhi, un petit village du Pendjab pakistanais, Aïcha est une femme épanouie d'une quarantaine d'années qui ne parle jamais de son passé. Depuis la mort de son mari, son fils de 18 ans est au coeur de son existence. Salim, garçon gentil, doux et rêveur, est amoureux de Zoubida.

Au Pakistan, le général Zia-ul-Haq vient de prendre le pouvoir et d'instaurer la loi martiale. Le pays s'engage sur la voie de l'islamisation. Salim se met à fréquenter un groupe de fondamentalistes musulmans. Zoubida est peu à peu délaissée par son amoureux, tandis qu'Aïcha s'inquiète de voir son fils brutalement changer...","Pakistan, France, Allemagne",2003,Les Films du Losange,Long métrage,Ourdou,-,,Couleur,105 205,3.6,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=53772.html,2004
2004-03-03,28644,Big Fish,,2004-03-03,2h 05min,"Comédie dramatique, Fantastique",Tim Burton,John August,"Ewan McGregor, Albert Finney, Jessica Lange","L'histoire à la fois drôle et poignante d'Edward Bloom, un père débordant d'imagination, et de son fils William. Ce dernier retourne au domicile familial après l'avoir quitté longtemps auparavant, pour être au chevet de son père, atteint d'un cancer. Il souhaite mieux le connaître et découvrir ses secrets avant qu'il ne soit trop tard. L'aventure débutera lorsque William tentera de discerner le vrai du faux dans les propos de son père mourant.",U.S.A.,2003,Columbia TriStar Films,Long métrage,Anglais,70 000 000 USD,964 272 entrées,Couleur,109501,4.3,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=28644.html,2004
2004-03-03,51336,Feux Rouges,,2004-03-03,1h 46min,"Drame, Thriller",Cédric Kahn,"Cédric Kahn, Laurence Ferreira Barbosa","Jean-Pierre Darroussin, Carole Bouquet, Vincent Deniard","Paris, l'été, un week-end de grand départ. Antoine se réjouit de retrouver sa femme Hélène pour partir chercher leurs enfants en colonie de vacances dans le sud de la France. Elle est en retard, il boit en l'attendant.

Dans la voiture, exaspéré par la chaleur et les embouteillages, Antoine décide de quitter l'autoroute et s'arrête encore dans un bar. Sous l'excitation de l'alcool, il se met à conduire de plus en plus dangereusement. Le couple se dispute violemment. Hélène décide de partir à pied, seule dans la nuit.

La police est à la poursuite d'un criminel en cavale. Antoine, à la recherche de sa femme, croise la route d'un étrange individu...",France,2004,Bac Films,Long métrage,Français,32 000 000 EUR,,Couleur,107398,4.4,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=51336.html,2004
2004-03-03,50843,Malabar Princess,,2004-03-03,1h 34min,Comédie dramatique,Gilles Legrand,"Gilles Legrand, Philippe Vuaillat","Jacques Villeret, Michèle Laroque, Claude Brasseur","L'année scolaire qu'il passe chez son grand-père dans le massif du Mont-Blanc a pour objectif d'apaiser Tom, huit ans, enfant très perturbé par la disparition de sa mère. Tenace, curieux et imaginatif, le petit citadin poussera les adultes qui l'entourent dans le chaos figé des secrets de famille que le séjour au grand air libère un à un, comme le grand glacier rejette les morceaux du Malabar Princess, l'avion d'Air India qui a percuté le sommet il y a cinquante ans. Avec l'aide de son institutrice, Tom ira au bout de lui-même et saura enfin tout sur sa mère...",France,2003,Warner Bros. France,Long métrage,Français,32 000 000 EUR,1 263 907 entrées,Couleur,107313,3.2,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=50843.html,2004
2004-03-03,47331,Gerry,,2004-03-03,1h 43min,Drame,Gus Van Sant,"Matt Damon, Casey Affleck","Casey Affleck, Matt Damon","Deux hommes, nommés tous deux Gerry, traversent en voiture le désert californien vers une destination qui n'est connue que d'eux seuls. Persuadés d'atteindre bientôt leur but, les deux amis décident de terminer leur périple à pied.

Mais Gerry et Gerry ne trouvent pas ce qu'ils sont venus chercher ; ils ne sont même plus capables de retrouver l'emplacement de leur voiture. C'est donc sans eau et sans nourriture qu'ils vont s'enfoncer plus profondément encore dans la brûlante Vallée de la Mort. Leur amitié sera mise à rude épreuve.",U.S.A.,2002,Carlotta Films,Long métrage,Anglais,5 000 000 USD,,Couleur,109 796,4.3,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=47331.html,2004
2004-03-03,45323,La Jeune fille à la perle,Girl with a Pearl Earring,2004-03-03,1h 40min,"Biopic, Drame, Romance",Peter Webber,Olivia Hetreed,"Scarlett Johansson, Colin Firth, Tom Wilkinson","Delft, XVIIe siècle, l'âge d'or de la peinture hollandaise. La jeune et ravissante Griet est engagée comme servante dans la maison du peintre Vermeer. elle s'occupe du ménage et des six enfants de Vermeer en s'efforçant d'amadouer l'épouse, la belle-mère et la gouvernante, chacune très jalouse de ses prérogatives.

Au fil du temps, la douceur, la sensibilité et la vivacité de la jeune fille émeuvent le maître qui l'introduit dans son univers. A mesure que s'affirme leur intimité, le scandale se propage dans la ville.","Grande-Bretagne, Luxembourg, U.S.A., France",2003,Pathé Films,Long métrage,Anglais,12 000 000 USD,,Couleur,109773,3.5,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=45323.html,2004
2004-03-03,42102,Sous le soleil de Toscane,Under the Tuscan Sun,2004-03-03,1h 53min,"Comédie dramatique, Romance",Audrey Wells,Audrey Wells,"Kate Walsh, Lindsay Duncan, Raoul Bova","A 35 ans, la vie jusque-là parfaite de Frances Mayes, écrivain à San Francisco, prend un tour inattendu. Son récent divorce la laisse déprimée, incapable d'écrire. Sa meilleure amie croit qu'elle ne s'en remettra pas et la convainc de partir pour dix jours en Toscane.

Sur un coup de tête, Frances achète une villa nommée Bramasole. La propriété a besoin d'être restaurée, mais quel meilleur endroit que le berceau de la Renaissance pour repartir à zéro ? Frances se plonge dans sa nouvelle vie et se fait de nouveaux amis parmi ses voisins. Pourtant, dans les rares moments de calme, elle ne peut s'empêcher de craindre que son désir de fonder une famille ne se concrétise pas...

Jusqu'à sa rencontre à Rome avec un étonnant antiquaire de Portobello nommé Marcello. Frances a-t-elle une chance de vivre un rêve ? A-t-elle trouvé le grand amour ?","U.S.A., Italie",2003,Gaumont Buena Vista International (GBVI),Long métrage,"Anglais, Français, Allemand, Italien, Polonais, Espagnol",-,,Couleur,-,2.6,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=42102.html,2004
2004-03-03,43174,The Fighting Temptations,,2004-03-03,2h 03min,"Comédie, Drame, Musical",Jonathan Lynn,"Elizabeth Hunter, Saladin K. Patterson","Cuba Gooding Jr., Beyoncé Knowles-Carter, Mike Epps","Le publiciste Darrin Hill est aux abois. Licencié par son agence et criblé de dettes, il croit avoir tout perdu, lorsqu'il apprend qu'il vient d'hériter de 150 000 dollars. Mais la vieille Sally, fan de gospel, y a mis une condition : pour toucher le pactole, son cher neveu devra s'établir dans sa bourgade de Géorgie et y monter une chorale... qui devra devenir célèbre à travers le pays.

Darrin fait le tour de la ville sans réussir à dénicher le moindre talent. Dépité, la mort dans l'âme, il s'apprête à regagner New York lorsqu'il découvre une belle chanteuse de jazz dotée d'une voix phénoménale. Mieux qu'une trouvaille, Lilly est un miracle. Problème : comment la convertir au gospel ?",U.S.A.,2002,United International Pictures (UIP),Long métrage,Anglais,-,,Couleur,-,2.6,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=43174.html,2004
2004-03-03,50688,Demain on déménage,,2004-03-03,1h 53min,Comédie dramatique,Chantal Akerman,"Chantal Akerman, Eric de Kuyper","Sylvie Testud, Aurore Clément, Jean-Pierre Marielle","Une mère revient vivre chez sa fille après la mort de son mari avec piano, bagages et meubles. La fille n’arrive pas à écrire son livre érotique malgré les conseils judicieux de sa mère qui, contrairement à elle, en connaît un rayon dans son domaine. C’est bientôt trop encombré pour elles. Il faut déménager et vendre. C’est alors que la ronde des visiteurs commence, et que l’histoire bascule.","France, Belgique",2004,Capricci Films,Long métrage,Français,-,,Couleur,104855,3.4,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=50688.html,2004
2004-03-03,54862,La Vie comme elle va,,2004-03-03,1h 37min,Documentaire,Jean-Henri Meunier,,"Arnaud Barre, Hubert Bouyssières, Christian Lombard","Un chef de gare surréaliste, un poète de la mécanique, un retraité """"à la coule"""", une centenaire à l'humeur chantante, un paysan voyageur, un gyrocoptère qui fait du sur-place, un coq qui passe à la casserole... La Vie comme elle va prend les choses comme elles viennent et les gens comme ils sont.

Loin du cynisme de la ville, le film révèle la réalité décalée d'un petit village de la campagne aveyronnaise : un bouquet champêtre d'humanité dont les héros sont reliés par un même désir, celui de vivre à Najac, proches de la nature, et y vivre bien, libres.",France,2003,Montparnasse Distribution,Long métrage,Français,-,,Couleur,107 966,3.5,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=54862.html,2004
2022-08-17,47331,Gerry,"",2004-03-03,1h 43min,Drame,Gus Van Sant,"Matt Damon, Casey Affleck","Casey Affleck, Matt Damon","Deux hommes, nommés tous deux Gerry, traversent en voiture le désert californien vers une destination qui n'est connue que d'eux seuls. Persuadés d'atteindre bientôt leur but, les deux amis décident de terminer leur périple à pied.

Mais Gerry et Gerry ne trouvent pas ce qu'ils sont venus chercher ; ils ne sont même plus capables de retrouver l'emplacement de leur voiture. C'est donc sans eau et sans nourriture qu'ils vont s'enfoncer plus profondément encore dans la brûlante Vallée de la Mort. Leur amitié sera mise à rude épreuve.",U.S.A.,2002,Carlotta Films,Long métrage,Anglais,5 000 000 USD,"",Couleur,109 796,4.3,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=47331.html,2004
2004-03-10,44449,L'Effet papillon,The Butterfly Effect,2004-03-10,1h 53min,"Drame, Fantastique","Eric Bress, J. Mackye Gruber","Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Elden Henson","Une théorie prétend que si l'on pouvait retourner dans le passé et changer quelques détails de notre vie, tout ce qui en découle serait modifié. On appelle cela """"l'effet papillon"""". Evan Treborn a cette faculté. Fasciné, il va d'abord mettre ce don au service de ceux dont les vies ont été brisées dans leur enfance. Il peut enfin repartir dans le passé et sauver la seule jeune fille qu'il ait jamais aimée.

Mais Evan va découvrir que ce pouvoir est aussi puissant qu'incontrôlable. Il va s'apercevoir que s'il change la moindre chose, il change tout. En intervenant sur le passé, il modifie le présent et se voit de plus en plus souvent obligé de réparer les effets indésirables de ses corrections...",U.S.A.,2004,Metropolitan FilmExport,Long métrage,Anglais,13 000 000 USD,521 237 entrées,Couleur,109838,3.5,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=44449.html,2004
